input_text,output_text,label_space,label_verbalizer,verbalized_label,binary_preds
"Determine which option can be inferred from the given Sentence.  Sentence: The Honduran interim government would not be recognized by the international community , [Jacinto Suarez] , Nicaraguan deputy to the [Central American Parliament] ( PARLACEN ) said Monday . Options: A. [Central American Parliament] has the high level member [Jacinto Suarez] B. [Central American Parliament] was founded by [Jacinto Suarez] C. [Central American Parliament] has shares hold in [Jacinto Suarez] D. [Central American Parliament] has no known relations to [Jacinto Suarez]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: Lomax shares a story about Almena Lomax , [his] mother and a newspaper owner and journalist in Los Angeles , taking [her] family on the bus to Tuskegee , Ala. , in 1961 . Options: A. [his] has the alternate name [her] B. [his] is the spouse of [her] C. [his] has the parent [her] D. [his] is the parent of [her] E. [his] is the siblings of [her] F. [his] is the other family member of [her] G. [his] has no known relations to [her]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",per:parents,
Determine which option can be inferred from the given Sentence.  Sentence: Dutch foreign ministry spokesman Christoph Prommersberger told AFP on Friday that [nine-year-old] [Ruben van Assouw] boy would be accompanied home '' by his uncle and aunt and the doctor treating him . '' Options: A. [Ruben van Assouw] has the age [nine-year-old] B. [Ruben van Assouw] has no known relations to [nine-year-old]  Which option can be inferred from the given Sentence? Option:,A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Another female employee of Halliburton says [she] was raped by her co-workers in Iraq .4 Employees of Blackwater , another private contracting firm in Iraq , were accused of killing innocent [Iraqi] civilians , and that incident turned into an international scandal . Options: A. [she] has the nationality [Iraqi] B. [she] lives in the country [Iraqi] C. [she] has no known relations to [Iraqi]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: In the sale of unit [American Life Insurance Company] ( [ALICO] ) to MetLife , Inc. , AIG raised about 16.2 billion dollars , including about 7.2 billion dollars in cash . Options: A. [ALICO] is also known as [American Life Insurance Company] B. [ALICO] has the member [American Life Insurance Company] C. [ALICO] is the member of [American Life Insurance Company] D. [ALICO] owns [American Life Insurance Company] E. [ALICO] has the parent company [American Life Insurance Company] F. [ALICO] has shares hold in [American Life Insurance Company] G. [ALICO] has no known relations to [American Life Insurance Company]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: In Port-au-Prince , [Laura Silsby] , the leader of the 10 American missionaries arrested at the Dominican border for trying to smuggle out a busload of children , appeared in court Monday to answer [kidnapping] charges . Options: A. [Laura Silsby] is convicted of [kidnapping] B. [Laura Silsby] has no known relations to [kidnapping]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:charges', 'B': 'no_relation'}",per:charges,
"Determine which option can be inferred from the given Sentence.  Sentence: In August , [Baldino] , who lived in [West Chester] , Pa , had taken a leave of absence from his posts as Cephalon 's chairman and chief executive . Options: A. [Baldino] was born in the city [West Chester] B. [Baldino] died in the city [West Chester] C. [Baldino] lives in the city [West Chester] D. [Baldino] has no known relations to [West Chester]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:city_of_birth', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: At [Knox] 's last appearance last week , at her appeals trial , the [American] broke down in tears while making an emotional speech to the court . Options: A. [Knox] has the nationality [American] B. [Knox] lives in the country [American] C. [Knox] has no known relations to [American]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C']","{'A': 'per:origin', 'B': 'per:countries_of_residence', 'C': 'no_relation'}",per:origin,
"Determine which option can be inferred from the given Sentence.  Sentence: Ivory Coast 's new [UN] ambassador , [Youssoufou Bamba] , said he is worried about his country 's future and is consulting with members of the Security Council ahead of a meeting next week on ways to help Ouattara assume power . Options: A. [Youssoufou Bamba] studied in [UN] B. [Youssoufou Bamba] is the employee of [UN] C. [Youssoufou Bamba] has no known relations to [UN]  Which option can be inferred from the given Sentence? Option:",B,"['A', 'B', 'C']","{'A': 'per:schools_attended', 'B': 'per:employee_of', 'C': 'no_relation'}",per:employee_of,
"Determine which option can be inferred from the given Sentence.  Sentence: At [Hollister Inc] , a [Boston] staffing firm , officials said companies are hiring permanent employees faster than expected for this stage of a recovery . Options: A. [Hollister Inc] has a headquarter in the city [Boston] B. [Hollister Inc] has no known relations to [Boston]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'org:city_of_headquarters', 'B': 'no_relation'}",org:city_of_headquarters,
"Determine which option can be inferred from the given Sentence.  Sentence: [Jamie Leigh Jones] , now 22 , says that after she was raped by multiple men at a KBR camp in the Green Zone , the company put her under guard in a shipping container with a bed and warned [her] that if she left Iraq for medical treatment , she 'd be out of a job . Options: A. [Jamie Leigh Jones] has the alternate name [her] B. [Jamie Leigh Jones] is the spouse of [her] C. [Jamie Leigh Jones] has the parent [her] D. [Jamie Leigh Jones] is the parent of [her] E. [Jamie Leigh Jones] is the siblings of [her] F. [Jamie Leigh Jones] is the other family member of [her] G. [Jamie Leigh Jones] has no known relations to [her]  Which option can be inferred from the given Sentence? Option:",G,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'per:alternate_names', 'B': 'per:spouse', 'C': 'per:parents', 'D': 'per:children', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'no_relation'}",no_relation,
"Determine which option can be inferred from the given Sentence.  Sentence: A self-taught [chef] , Cerniglia worked for the famed New York-based Gallagher 's Steakhouse chain for a decade , where [he] became the executive chef . Options: A. [he] is a [chef] B. [he] has no known relations to [chef]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:title', 'B': 'no_relation'}",per:title,
"Determine which option can be inferred from the given Sentence.  Sentence: '' It is heartbreaking to imagine that our leaders in Washington do not care , so I must believe that they do not know , '' [Joe Garcia] , president of the [National Congress of American Indians] , said in his annual state of Indian nations address in February . Options: A. [National Congress of American Indians] has the high level member [Joe Garcia] B. [National Congress of American Indians] was founded by [Joe Garcia] C. [National Congress of American Indians] has shares hold in [Joe Garcia] D. [National Congress of American Indians] has no known relations to [Joe Garcia]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D']","{'A': 'org:top_members/employees', 'B': 'org:founded_by', 'C': 'org:shareholders', 'D': 'no_relation'}",org:top_members/employees,
"Determine which option can be inferred from the given Sentence.  Sentence: [Asia Bibi] , [45] , an agricultural worker and mother of five , is the first woman to be sentenced to death for blasphemy , according to human rights groups . Options: A. [Asia Bibi] has the age [45] B. [Asia Bibi] has no known relations to [45]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:age', 'B': 'no_relation'}",per:age,
"Determine which option can be inferred from the given Sentence.  Sentence: Gaunt and haggard , freed Italian aid worker [Eugenio Vagni] said Sunday his release from six months ' captivity by armed Islamic militants in the [Philippines] was a day he thought might never come . Options: A. [Eugenio Vagni] was born in the country [Philippines] B. [Eugenio Vagni] has the nationality [Philippines] C. [Eugenio Vagni] died in the country [Philippines] D. [Eugenio Vagni] lives in the country [Philippines] E. [Eugenio Vagni] has no known relations to [Philippines]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:country_of_birth', 'B': 'per:origin', 'C': 'per:country_of_death', 'D': 'per:countries_of_residence', 'E': 'no_relation'}",per:countries_of_residence,
"Determine which option can be inferred from the given Sentence.  Sentence: They migrated in droves , and the [group] _ which then called itself the [Committee on Urban Conditions Among Negroes] _ was founded to help the newcomers improve their work lives and squalid housing . Options: A. [group] is also known as [Committee on Urban Conditions Among Negroes] B. [group] has the member [Committee on Urban Conditions Among Negroes] C. [group] is the member of [Committee on Urban Conditions Among Negroes] D. [group] owns [Committee on Urban Conditions Among Negroes] E. [group] has the parent company [Committee on Urban Conditions Among Negroes] F. [group] has shares hold in [Committee on Urban Conditions Among Negroes] G. [group] has no known relations to [Committee on Urban Conditions Among Negroes]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B', 'C', 'D', 'E', 'F', 'G']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:subsidiaries', 'E': 'org:parents', 'F': 'org:shareholders', 'G': 'no_relation'}",org:alternate_names,
"Determine which option can be inferred from the given Sentence.  Sentence: Last November , Wen 's sister-in-law [Xie Caiping] was sentenced to 18 years in prison on charges of running illegal gambling dens and [drug dealing] . Options: A. [Xie Caiping] is convicted of [drug dealing] B. [Xie Caiping] has no known relations to [drug dealing]  Which option can be inferred from the given Sentence? Option:",A,"['A', 'B']","{'A': 'per:charges', 'B': 'no_relation'}",per:charges,
"Determine which option can be inferred from the given Sentence.  Sentence: [He] greeted an aunt and uncle with a smile when they arrived at his [Tripoli] bedside on Thursday , a doctor said . Options: A. [He] has the nationality [Tripoli] B. [He] died in the city [Tripoli] C. [He] lives in the city [Tripoli] D. [He] has no known relations to [Tripoli]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C', 'D']","{'A': 'per:origin', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'no_relation'}",per:cities_of_residence,
