Index,Output,Golden,input_text,output_text,label_space,label_verbalizer,verbalized_label
3293,D,F,"Determine which option can be inferred from the given Sentence.  Sentence: Robert Ecoffey , a former U.S. [marshal] , testified against John Graham , who 's accused of shooting [Annie Mae Aquash] and leaving the Canadian woman to die on South Dakota 's Pine Ridge reservation . Options: A. [Annie Mae Aquash] is a [marshal] B. [Annie Mae Aquash] has the religion [marshal] C. [Annie Mae Aquash] has the age [marshal] D. [Annie Mae Aquash] died because of [marshal] E. [Annie Mae Aquash] is convicted of [marshal] F. [Annie Mae Aquash] has no known relations to [marshal]  Which option can be inferred from the given Sentence? Option:",F,"['A', 'B', 'C', 'D', 'E', 'F']","{'A': 'per:title', 'B': 'per:religion', 'C': 'per:age', 'D': 'per:cause_of_death', 'E': 'per:charges', 'F': 'no_relation'}",no_relation
3294,D,D,"Determine which option can be inferred from the given Sentence.  Sentence: This betrays the '' depth of Senator Obama 's inexperience and reckless judgment these are very serious deficiencies for an American president to possess , '' [McCain] said at a speech to the [National Restaurant Association] in Obama 's hometown of Chicago . Options: A. [National Restaurant Association] was founded by [McCain] B. [National Restaurant Association] has the high level member [McCain] C. [National Restaurant Association] has shares hold in [McCain] D. [National Restaurant Association] has no known relations to [McCain]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:founded_by', 'B': 'org:top_members/employees', 'C': 'org:shareholders', 'D': 'no_relation'}",no_relation
3295,E,I,"Determine which option can be inferred from the given Sentence.  Sentence: Her death came about six months after two FBI agents were gunned down in a shootout with AIM members , and two years after [she] participated in AIM 's 71-day occupation of the South Dakota reservation town of [Wounded Knee] . Options: A. [she] lives in the state or province [Wounded Knee] B. [she] is the employee of [Wounded Knee] C. [she] was born in the city [Wounded Knee] D. [she] lives in the city [Wounded Knee] E. [she] died in the city [Wounded Knee] F. [she] was born in the state or province [Wounded Knee] G. [she] lives in the country [Wounded Knee] H. [she] has the nationality [Wounded Knee] I. [she] has no known relations to [Wounded Knee]  Which option can be inferred from the given Sentence? Option:",I,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I']","{'A': 'per:stateorprovinces_of_residence', 'B': 'per:employee_of', 'C': 'per:city_of_birth', 'D': 'per:cities_of_residence', 'E': 'per:city_of_death', 'F': 'per:stateorprovince_of_birth', 'G': 'per:countries_of_residence', 'H': 'per:origin', 'I': 'no_relation'}",no_relation
3296,E,E,"Determine which option can be inferred from the given Sentence.  Sentence: The deal between President Yoweri Museveni 's government and the Allied Democratic Forces ( [ADF] ) was announced in a statement from Jeremy Haslam , chief of mission in Uganda for the International Organization of Migration ( [IOM] ) . Options: A. [ADF] is also known as [IOM] B. [ADF] has the member [IOM] C. [ADF] is the member of [IOM] D. [ADF] has shares hold in [IOM] E. [ADF] has no known relations to [IOM]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:shareholders', 'E': 'no_relation'}",no_relation
3297,D,E,"Determine which option can be inferred from the given Sentence.  Sentence: [Jupp] , 46 , worked for the military 's forensic explosive laboratory and suffered severe burns when a crude bomb spontaneously exploded during the tests on [Aug. 14 , 2002] . Options: A. [Jupp] died in the date [Aug. 14 , 2002] B. [Jupp] has birthday on [Aug. 14 , 2002] C. [Jupp] has the age [Aug. 14 , 2002] D. [Jupp] died because of [Aug. 14 , 2002] E. [Jupp] has no known relations to [Aug. 14 , 2002]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'per:date_of_death', 'B': 'per:date_of_birth', 'C': 'per:age', 'D': 'per:cause_of_death', 'E': 'no_relation'}",no_relation
3298,H,H,Determine which option can be inferred from the given Sentence.  Sentence: Iraq sexual assault Tracy BaArker Tracy Barker was held against her will two times kept in a living container and food brought to [her] the first time when she reported her supervisor abusing her and the Iraqi women the second time when she was almost raped by State Department [Ali] employee after being there 12 months and abused does n't she deserve justice ? Options: A. [her] is the identity/pronoun of [Ali] B. [her] and [Ali] are the same person C. [her] is the parent of [Ali] D. [her] is the spouse of [Ali] E. [her] is the siblings of [Ali] F. [her] is the other family member of [Ali] G. [her] has the parent [Ali] H. [her] has no known relations to [Ali]  Which option can be inferred from the given Sentence? Option:,H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:identity', 'B': 'per:identity', 'C': 'per:children', 'D': 'per:spouse', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'per:parents', 'H': 'no_relation'}",no_relation
3299,C,C,Determine which option can be inferred from the given Sentence.  Sentence: Ble Goude is under [UN] sanctions for [his] role in organising and leading bloody anti-French and anti-northerner violence in the streets of Abidjan during a previous crisis in 2004 . Options: A. [his] is the employee of [UN] B. [his] studied in [UN] C. [his] has no known relations to [UN]  Which option can be inferred from the given Sentence? Option:,C,"['A', 'B', 'C']","{'A': 'per:employee_of', 'B': 'per:schools_attended', 'C': 'no_relation'}",no_relation
3300,H,H,"Determine which option can be inferred from the given Sentence.  Sentence: [His] book , '' Taliban : Militant Islam , Oil and Fundamentalism in Central Asia , '' an account of the rise of the mullahs in [Afghanistan] , was published months before Sept. 11 by Yale University Press . Options: A. [His] lives in the country [Afghanistan] B. [His] has the nationality [Afghanistan] C. [His] is the employee of [Afghanistan] D. [His] was born in the country [Afghanistan] E. [His] died in the country [Afghanistan] F. [His] lives in the city [Afghanistan] G. [His] died in the city [Afghanistan] H. [His] has no known relations to [Afghanistan]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:countries_of_residence', 'B': 'per:origin', 'C': 'per:employee_of', 'D': 'per:country_of_birth', 'E': 'per:country_of_death', 'F': 'per:cities_of_residence', 'G': 'per:city_of_death', 'H': 'no_relation'}",no_relation
3301,A,H,"Determine which option can be inferred from the given Sentence.  Sentence: '' Mr [Alan Gross] is in custody for violating Cuban laws and committing serious crimes in our country by serving the subversive policy of the [United States] against Cuba , '' said Bruno Rodriguez during a press conference in Havana . Options: A. [Alan Gross] has the nationality [United States] B. [Alan Gross] died in the country [United States] C. [Alan Gross] is the employee of [United States] D. [Alan Gross] lives in the country [United States] E. [Alan Gross] was born in the city [United States] F. [Alan Gross] was born in the country [United States] G. [Alan Gross] was born in the state or province [United States] H. [Alan Gross] has no known relations to [United States]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:origin', 'B': 'per:country_of_death', 'C': 'per:employee_of', 'D': 'per:countries_of_residence', 'E': 'per:city_of_birth', 'F': 'per:country_of_birth', 'G': 'per:stateorprovince_of_birth', 'H': 'no_relation'}",no_relation
3302,H,H,"Determine which option can be inferred from the given Sentence.  Sentence: Prosecutors say [Guede] , Knox and Sollecito were high on drugs when they murdered Kercher after [she] refused to join in a sex game at the home the two women shared in the central Italian university town of Perugia . Options: A. [she] is the identity/pronoun of [Guede] B. [she] and [Guede] are the same person C. [she] is the parent of [Guede] D. [she] is the spouse of [Guede] E. [she] is the siblings of [Guede] F. [she] is the other family member of [Guede] G. [she] has the parent [Guede] H. [she] has no known relations to [Guede]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:identity', 'B': 'per:identity', 'C': 'per:children', 'D': 'per:spouse', 'E': 'per:siblings', 'F': 'per:other_family', 'G': 'per:parents', 'H': 'no_relation'}",no_relation
3303,C,C,"Determine which option can be inferred from the given Sentence.  Sentence: That 's roughly $ 48-billion out of our collective $ 537-billion restaurant bill for [2007] , according to [National Restaurant Association] figures . Options: A. [National Restaurant Association] dissolved in [2007] B. [National Restaurant Association] was founded in [2007] C. [National Restaurant Association] has no known relations to [2007]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:dissolved', 'B': 'org:founded', 'C': 'no_relation'}",no_relation
3304,H,H,"Determine which option can be inferred from the given Sentence.  Sentence: '' They have the United Nations and [France] with them , '' he declared to cheers from [his] street lieutenants . Options: A. [his] lives in the country [France] B. [his] has the nationality [France] C. [his] is the employee of [France] D. [his] was born in the country [France] E. [his] died in the country [France] F. [his] lives in the city [France] G. [his] died in the city [France] H. [his] has no known relations to [France]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:countries_of_residence', 'B': 'per:origin', 'C': 'per:employee_of', 'D': 'per:country_of_birth', 'E': 'per:country_of_death', 'F': 'per:cities_of_residence', 'G': 'per:city_of_death', 'H': 'no_relation'}",no_relation
3305,H,H,"Determine which option can be inferred from the given Sentence.  Sentence: [Cerniglia] owned Campania in Fair Lawn , New Jersey , about 25 miles ( 40 kilometers ) west of [Manhattan] , which he bought in 2006 . Options: A. [Cerniglia] is the employee of [Manhattan] B. [Cerniglia] died in the city [Manhattan] C. [Cerniglia] lives in the city [Manhattan] D. [Cerniglia] was born in the city [Manhattan] E. [Cerniglia] has the nationality [Manhattan] F. [Cerniglia] lives in the state or province [Manhattan] G. [Cerniglia] lives in the country [Manhattan] H. [Cerniglia] has no known relations to [Manhattan]  Which option can be inferred from the given Sentence? Option:",H,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H']","{'A': 'per:employee_of', 'B': 'per:city_of_death', 'C': 'per:cities_of_residence', 'D': 'per:city_of_birth', 'E': 'per:origin', 'F': 'per:stateorprovinces_of_residence', 'G': 'per:countries_of_residence', 'H': 'no_relation'}",no_relation
3306,E,E,"Determine which option can be inferred from the given Sentence.  Sentence: Taking the '' action '' part seriously , the [National Restaurant Association] , in partnership with the Food Allergy & amp ; [Anaphylaxis Network] , has updated and revised its 60-page food service training guide , '' Welcoming Guests with Food Allergies . '' Options: A. [National Restaurant Association] is also known as [Anaphylaxis Network] B. [National Restaurant Association] has the member [Anaphylaxis Network] C. [National Restaurant Association] is the member of [Anaphylaxis Network] D. [National Restaurant Association] has shares hold in [Anaphylaxis Network] E. [National Restaurant Association] has no known relations to [Anaphylaxis Network]  Which option can be inferred from the given Sentence? Option:",E,"['A', 'B', 'C', 'D', 'E']","{'A': 'org:alternate_names', 'B': 'org:members', 'C': 'org:member_of', 'D': 'org:shareholders', 'E': 'no_relation'}",no_relation
3307,C,C,"Determine which option can be inferred from the given Sentence.  Sentence: SHARPTON : I mean , he met with many of us , Marc Morial of the [Urban League] , Jesse Jackson , and Kim Gandy of [NOW] , all of us in the room . Options: A. [Urban League] dissolved in [NOW] B. [Urban League] was founded in [NOW] C. [Urban League] has no known relations to [NOW]  Which option can be inferred from the given Sentence? Option:",C,"['A', 'B', 'C']","{'A': 'org:dissolved', 'B': 'org:founded', 'C': 'no_relation'}",no_relation
3308,D,D,"Determine which option can be inferred from the given Sentence.  Sentence: Correspondent for [American Free Press] and author of '' The New Jerusalem : Zionist Power in America '' , '' The High Priests of War , '' and '' Final Judgment , '' which details the Mossad role in the [JFK] assassination conspiracy . Options: A. [American Free Press] was founded by [JFK] B. [American Free Press] has the high level member [JFK] C. [American Free Press] has shares hold in [JFK] D. [American Free Press] has no known relations to [JFK]  Which option can be inferred from the given Sentence? Option:",D,"['A', 'B', 'C', 'D']","{'A': 'org:founded_by', 'B': 'org:top_members/employees', 'C': 'org:shareholders', 'D': 'no_relation'}",no_relation
